sentence_id,word - id,word - ref,word - form,word - head,word - relation,word - lemma,word - postag,Didakta tags,Primary translation,Literal translation,Secondary translation,,word - gloss,word - sem,word - artificial,word - insertion_id
142,15,Leuven|0059-003|141|15,",",0,AuxX,",",u--------,,,,,,1: ,,,
142,16,Leuven|0059-003|141|16,ἀντίλεγε,17,PRED_CO,ἀντιλέγω,v2spma---,,مخالفت کن,پادگو,مخالفت کن,,1: tegenspreken,,,
142,17,Leuven|0059-003|141|17,καί,8,COORD,καί,b--------,,و ,و ,و ,,"1: en | ook, zelfs",,,
142,18,Leuven|0059-003|141|18,σοι,19,OBJ,σύ,p2s---cd-,,از تو,از تو,از تو,,"1: jij, u",,,
142,19,Leuven|0059-003|141|19,πείσομαι,17,PRED_CO,πείθω,v1sfim---,,پیروی خواهم کرد,پیروی خواهم کرد,تبعیت خواهم کرد,,1: overtuiging,,,
142,20,Leuven|0059-003|141|20,·,0,AuxK,·,u--------,,,,,,1: ,,,
143,1,Leuven|0059-003|142|1,εἰ,5,AuxC,εἰ,c--------,,وگرنه,اگر,اگر,,"1: als, indien, in geval | of",,,
143,2,Leuven|0059-003|142|2,δὲ,5,AuxY,δέ,d--------,,وگرنه,اما,و,,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",,,
143,3,Leuven|0059-003|142|3,μή,26,AuxZ,μή,d--------,,وگرنه,نه,نه,,1: niet,,,
143,4,Leuven|0059-003|142|4,",",0,AuxX,",",u--------,,,,,,1: ,,,
143,5,Leuven|0059-003|142|5,παῦσαι,0,PRED,παύω,v2samm---,,دست بردار,پایان بده,متوقف کن,,1: doen ophouden | ophouden,,,
143,6,Leuven|0059-003|142|6,ἤδη,5,ADV,ἤδη,d--------,,دیگر,دگر,عجالتا,,"1: reeds, al | vanaf nu",,,
143,7,Leuven|0059-003|142|7,",",0,AuxX,",",u--------,,,,,,1: ,,,
143,8,Leuven|0059-003|142|8,ὦ,9,AuxZ,ὦ,i--------,,ای,ای,ای,,1: (blijft onvertaald),,,
143,9,Leuven|0059-003|142|9,μακάριε,5,ExD,μακάριος,a-s---mv-,,گرامی,فرخنده,گرانقدر,,"blessed, happy",,,
143,10,Leuven|0059-003|142|10,",",0,AuxX,",",u--------,,,,,,1: ,,,
143,11,Leuven|0059-003|142|11,πολλάκις,13,ADV,πολλάκις,d--------,,بارها و بارها,مکررا ,مکرر,,1: dikwijls,,,
143,12,Leuven|0059-003|142|12,μοι,13,OBJ,ἐγώ,p1s---cd-,,به من,به من,,,1: ik,,,
143,13,Leuven|0059-003|142|13,λέγων,5,OBJ,λέγω,v-sppamn-,,بگویی,گفته,بیان,,"1: spreken, zeggen | verzamelen",,,
143,14,Leuven|0059-003|142|14,τὸν,16,ATR,ὁ,l-s---ma-,,,,این,,1: ,,,
143,15,Leuven|0059-003|142|15,αὐτὸν,16,ATR,αὐτός,p-s---ma-,,همان,همان,,,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",,,
143,16,Leuven|0059-003|142|16,λόγον,13,OBJ,λόγος,n-s---ma-,,سخن را,سخن را,سخن را,,"1: rede, woord, mededeling",,,
143,17,Leuven|0059-003|142|17,",",0,AuxX,",",u--------,,,,,,1: ,,,
143,18,Leuven|0059-003|142|18,ὡς,16,AuxC,ὡς,c--------,,که,که,که,,"1: zoals, zodra, omdat, opdat, zodat  | dat",,,
143,19,Leuven|0059-003|142|19,χρὴ,18,APOS,χρή,v3spia---,,باید, بایسته است,بایستی,,1: het is nodig,,,
143,20,Leuven|0059-003|142|20,ἐνθένδε,24,ADV,ἐνθένδε,d--------,,اینجا را,اینجا,از اینجا,,hence,,,
143,21,Leuven|0059-003|142|21,ἀκόντων,22,ATR,ἄκων,a-p---mg-,,بی‌اذن,برخلاف میل,بدون اجازه‌ی,,"javelin, dart",,,
143,22,Leuven|0059-003|142|22,Ἀθηναίων,24,OBJ,Ἀθηναῖος,a-p---mg-,,آتنیان,آتنیان,آتنیان,,,,,
143,23,Leuven|0059-003|142|23,ἐμὲ,24,SBJ,ἐγώ,p1s---ca-,,من,مرا,من,,1: ik,,,
143,24,Leuven|0059-003|142|24,ἀπιέναι,19,SBJ,ἀπέρχομαι,v--pna---,, ترک کنم,ترک‌ گفتن,بروم,,"1: weggaan, vertrekken",,,
143,25,Leuven|0059-003|142|25,·,0,AuxK,·,u--------,,,,,,1: ,,,
143,26,Leuven|0059-003|142|26,[0],1,ADV,,,,,,,,,voorwaarde,elliptic,0025e
144,1,Leuven|0059-003|143|1,ὡς,15,AuxC,ὡς,c--------,,زیرا,چرا که,چرا که,,"1: zoals, zodra, omdat, opdat, zodat  | dat",,,
144,2,Leuven|0059-003|143|2,ἐγὼ,5,SBJ,ἐγώ,p1s---cn-,,برای من,من,مرا,,1: ik,,,
144,3,Leuven|0059-003|143|3,περὶ,5,AuxP,περί,r--------,,بسیار ارزشمند است,مایلم,اولی‌تر آن است,,"1: aangaande, over; ομ | om...heen, omstreeks; met betrekking tot",,,
144,4,Leuven|0059-003|143|4,πολλοῦ,3,ADV,πολύς,a-s---ng-,,بسیار,بسیار,اولی‌تر آن است,,1: talrijk,waarde,,
144,5,Leuven|0059-003|143|5,ποιοῦμαι,1,ADV,ποιέω,v1spie---,,بسیار ارزشمند است,مایلم,اولی‌تر آن است,,"1: maken, doen, handelen | dichten | doen",gevolg,,
144,6,Leuven|0059-003|143|6,πείσας,11,ADV_CO,πείθω,v-sapamn-,,با مُجاب کردن,قانع کرده,با اقناع,,1: overtuiging,tijd,,
144,7,Leuven|0059-003|143|7,σε,6,OBJ,σύ,p2s---ca-,,تو,تو را,تو,,"1: jij, u",,,
144,8,Leuven|0059-003|143|8,ταῦτα,9,OBJ,οὗτος,p-p---na-,,چنین,بدین‌ها ,چنین,,1: die (daar),,,
144,9,Leuven|0059-003|143|9,πράττειν,5,OBJ,πράσσω,v--pna---,,کنم,عمل کردن,کنم,,,,,
144,10,Leuven|0059-003|143|10,",",0,AuxX,",",u--------,,,,,,1: ,,,
144,11,Leuven|0059-003|143|11,ἀλλὰ,5,COORD,ἀλλά,b--------,,و,اما ,و,,1: maar,,,
144,12,Leuven|0059-003|143|12,μὴ,13,AuxZ,μή,d--------,,نه,نه,نه,,1: niet,,,
144,13,Leuven|0059-003|143|13,ἄκοντος,16,PNOM,ἄκων,a-s---mg-,,برخلاف میلت,برخلاف میلت,خلاف خواست,,"javelin, dart",,,
144,14,Leuven|0059-003|143|14,.,0,AuxK,.,u--------,,,,,,1: ,,,
144,15,Leuven|0059-003|143|15,[0],0,PRED,,,,,,,,,,elliptic,0014e
145,16,|0059-003|144|16,[1],11,ADV_CO,,,,,,,,,tijd,elliptic,0013e
145,1,Leuven|0059-003|144|1,ὅρα,13,PRED_CO,ὁράω,v2spma---,,بنگر,ببین,بنگر,,1: zien,,,
145,2,Leuven|0059-003|144|2,δὲ,1,AuxY,δέ,d--------,,,اما,,,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",,,
145,3,Leuven|0059-003|144|3,δὴ,1,AuxY,δή,d--------,,حال,حال,حال,,"1: al, reeds | dus, dan toch",,,
145,4,Leuven|0059-003|144|4,τῆς,5,ATR,ὁ,l-s---fg-,,این,این,این,,1: ,,,
145,5,Leuven|0059-003|144|5,σκέψεως,7,ATR,σκέψις,n-s---fg-,,ملاحظات,مباحثه ,گمانه‌زنی,,"viewing, perception by the senses",agens,,
145,6,Leuven|0059-003|144|6,τὴν,7,ATR,ὁ,l-s---fa-,,,,,,1: ,,,
145,7,Leuven|0059-003|144|7,ἀρχὴν,1,OBJ,ἀρχή,n-s---fa-,,سرآغاز,آغاز,سرآغاز,,"1: begin | beginsel, principe | heerschappij | functie, magistratuur",,,
145,8,Leuven|0059-003|144|8,ἐάν,1,AuxC,ἐάν,c--------,,آیا,اگر,,,"if haply, if",,,
145,9,Leuven|0059-003|144|9,σοι,10,OBJ,σύ,p2s---cd-,,برای تو,برای تو,تو,,"1: jij, u",,,
145,10,Leuven|0059-003|144|10,ἱκανῶς,11,ADV,ἱκανός,d--------,,قانع‌کننده است,به شایستگی,برای مجاب کردن بسنده است,,"sufficing, becoming, befitting",,,
145,11,Leuven|0059-003|144|11,λέγηται,8,OBJ,λέγω,v3spse---,,قانع‌کننده است,بیان شده باشد,برای مجاب کردن بسنده است,,"1: spreken, zeggen | verzamelen",,,
145,12,Leuven|0059-003|144|12,",",0,AuxX,",",u--------,,,,,,1: ,,,
145,13,Leuven|0059-003|144|13,καὶ,0,COORD,καί,b--------,,و ,و ,و ,,"1: en | ook, zelfs",,,
145,14,Leuven|0059-003|144|14,πειρῶ,13,PRED_CO,πειράω,v2spme---,,بکوش,بکوش,بکوش,,1: beproeven | proberen,,,
145,15,Leuven|0059-003|144|15,ἀποκρίνεσθαι,14,OBJ,ἀποκρίνω,v--pne---,Inf1.,پاسخ گویی,در پاسخ‌ گفتن,پاسخ دهی,,1: afzonderen | antwoorden | zich verantwoorden,,,
145,16,Leuven|0059-003|144|16,τὸ,17,ATR,ὁ,l-s---na-,Art2.,به آنچه پرسیده شده,به آنچه پرسیده شده,سوالات,,1: ,,,
145,17,Leuven|0059-003|144|17,ἐρωτώμενον,15,OBJ,ἐρωτάω,v-sppena-,,به آنچه پرسیده شده,به آنچه پرسیده شده,سوالات,,1: ondervragen,,,
145,18,Leuven|0059-003|144|18,ᾗ,21,ADV,ᾗ,d--------,,به نحو,به نحوی که,به نحو,,"which way, where, whither",,,
145,19,Leuven|0059-003|144|19,ἂν,21,AuxY,ἄν,d--------,,,بدانی,,,1: ,,,
145,20,Leuven|0059-003|144|20,μάλιστα,21,ADV,μάλα,d-------s,,احسن,بهترین,بهترین,,"1: zeer, veel",,,
145,21,Leuven|0059-003|144|21,οἴῃ,15,ADV,οἴομαι,v2spse---,,,بدانی,,,"1: menen, geloven, veronderstellen",wijze,,
145,22,Leuven|0059-003|144|22,.,0,AuxK,.,u--------,,,,,,1: ,,,
146,1,Leuven|0059-003|145|1,ἀλλὰ,2,AuxY,ἀλλά,b--------,,البته که,باری,البته که,,1: maar,,,
146,2,Leuven|0059-003|145|2,πειράσομαι,0,PRED,πειράω,v1sfim---,,خواهم کوشید,خواهم کوشید,خواهم کوشید,,1: beproeven | proberen,,,
146,3,Leuven|0059-003|145|3,.,0,AuxK,.,u--------,,,,,,1: ,,,
147,1,Leuven|0059-003|146|1,οὐδενὶ,2,ATR,οὐδείς,p-s---md-,,به هیچ,به هیچ,به هیچ,,"1: niemand, niets",,,
147,2,Leuven|0059-003|146|2,τρόπῳ,5,ADV,τρόπος,n-s---md-,, طریقی, طریقی,جهت,,"1: manier, wending | karakter",wijze,,
147,3,Leuven|0059-003|146|3,φαμὲν,0,PRED,φημί,v1ppia---,,برآنیم,می‌گوییم,تصدیق می‌کنیم,,1: beweren,,,
147,4,Leuven|0059-003|146|4,ἑκόντας,5,ADV,ἑκών,a-p---ma-,,به عمد,تعمداً,عامدانه,,váśmi,,,
147,5,Leuven|0059-003|146|5,ἀδικητέον,6,PNOM,ἀδικέω,v-s-g-na-,,نبایست مرتکب بی‌عدالتی شد,نبایستی بیداد کردن,نباید نادرست عمل کنیم,,1: onrechtvaardig handelen | schade berokkenen,,,
147,6,Leuven|0059-003|146|6,εἶναι,8,OBJ_CO,εἰμί,v--pna---,Inf2.,,,,,1: gaan,,,
147,7,Leuven|0059-003|146|7,",",0,AuxX,",",u--------,,,,,,1: ,,,
147,8,Leuven|0059-003|146|8,ἢ,3,COORD,ἤ,c--------,,یا  ,یا  ,یا  ,,1: zeker | werkelijk (partikel in een directe vraag),,,
147,9,Leuven|0059-003|146|9,τινὶ,12,ATR,τις,p-s---cd-,,به برخی,به برخی,از بعضی,,"1: wie?, welke?",,,
147,10,Leuven|0059-003|146|10,μὲν,14,AuxY,μέν,d--------,,,,,,1: wel...,,,
147,11,Leuven|0059-003|146|11,ἀδικητέον,17,PNOM,ἀδικέω,v-s-g-na-,,می‌توان بی‌عدالتی کرد,بایستی بیداد کردن,نادرست عمل کردن بایسته است,,1: onrechtvaardig handelen | schade berokkenen,,,
147,12,Leuven|0059-003|146|12,τρόπῳ,14,ADV_CO,τρόπος,n-s---md-,,طرق,طرق,جهات,,"1: manier, wending | karakter",wijze,,
147,13,Leuven|0059-003|146|13,τινὶ,18,ATR,τις,p-s---cd-,,به برخی,به برخی,از بعضی,,"1: wie?, welke?",,,
147,14,Leuven|0059-003|146|14,δὲ,11,COORD,δέ,d--------,,و,و,و ,,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",,,
147,15,Leuven|0059-003|146|15,οὔ,18,AuxZ,οὐ,d--------,,نه,نه,نه,,1: niet,,,
147,16,Leuven|0059-003|146|16,;,0,AuxK,;,u--------,,,,,,1: ,,,
147,17,Leuven|0059-003|146|17,[0],8,OBJ_CO,,,,,,,,,,elliptic,0016e
148,18,|0059-003|147|18,[1],14,ADV_CO,,,,,,,,,wijze,elliptic,0013e
148,1,Leuven|0059-003|147|1,ἢ,21,AuxY,ἤ,b--------,,یا,یا,یا,,1: zeker | werkelijk (partikel in een directe vraag),,,
148,2,Leuven|0059-003|147|2,οὐδαμῶς,21,ADV,οὐδαμῶς,d--------,,مطلقا,هرگز, به هیچ وجه,,in no wise,,,
148,3,Leuven|0059-003|147|3,τό,5,ATR,ὁ,l-s---nn-,, بی‌عدالتی کردن,بیداد کردن,عمل نادرست,,1: ,,,
148,4,Leuven|0059-003|147|4,γε,5,AuxZ,γε,d--------,,,,,,"1: tenminste, inderdaad, juist",,,
148,5,Leuven|0059-003|147|5,ἀδικεῖν,21,SBJ,ἀδικέω,v--pna---,Inf5., بی‌عدالتی کردن,بیداد کردن,عمل نادرست,,1: onrechtvaardig handelen | schade berokkenen,,,
148,6,Leuven|0059-003|147|6,οὔτε,8,AuxY,οὔτε,c--------,,نه,نه,نه,,1: noch,,,
148,7,Leuven|0059-003|147|7,ἀγαθὸν,8,PNOM_CO,ἀγαθός,a-s---nn-,,خیر,خوب,خیر,,"1: goed, edel",,,
148,8,Leuven|0059-003|147|8,οὔτε,21,COORD,οὔτε,c--------,,و نه,و نه,و نه,,1: noch,,,
148,9,Leuven|0059-003|147|9,καλόν,8,PNOM_CO,καλός,a-s---nn-,,شایسته,زیبا,پسندیده,,1: mooi,,,
148,10,Leuven|0059-003|147|10,",",0,AuxX,",",u--------,,,,,,1: ,,,
148,11,Leuven|0059-003|147|11,ὡς,21,AuxC,ὡς,c--------,,همان گونه که,چنانکه,همان طور که,,"1: zoals, zodra, omdat, opdat, zodat  | dat",,,
148,12,Leuven|0059-003|147|12,πολλάκις,19,ADV,πολλάκις,d--------,,بار‌ها,بار‌ها,مکررا,,1: dikwijls,,,
148,13,Leuven|0059-003|147|13,ἡμῖν,19,OBJ,ἐγώ,p1p---cd-,,ما,برای ما,ما,,1: ik,agens,,
148,14,Leuven|0059-003|147|14,καὶ,18,AuxZ,καί,b--------,,نیز,نیز,نیز,,"1: en | ook, zelfs",,,
148,15,Leuven|0059-003|147|15,ἐν,19,AuxP,ἐν,r--------,,در,در,پیش از این,,"1: in, binnenin, temidden van",,,
148,16,Leuven|0059-003|147|16,τῷ,18,ATR,ὁ,l-s---md-,,,,,,1: ,,,
148,17,Leuven|0059-003|147|17,ἔμπροσθεν,18,ATR,ἔμπροσθεν,d--------,,گذشته,گذشته,پیش از این,,"before, in front",,,
148,18,Leuven|0059-003|147|18,χρόνῳ,15,ADV,χρόνος,n-s---md-,,گذشته,زمان,پیش از این,,1: tijd,tijdstip,,
148,19,Leuven|0059-003|147|19,ὡμολογήθη,11,ADV,ὁμολογέω,v3saip---,,توافق کردیم,هم‌رایی حاصل گشت,توافق کردیم,,"agree with, say the same thing as",wijze,,
148,20,Leuven|0059-003|147|20,;,0,AuxK,;,u--------,,,,,,1: ,,,
148,21,Leuven|0059-003|147|21,[0],0,PRED,,,,,,,,,,elliptic,0020e
149,1,Leuven|0059-003|148|1,ὅπερ,4,SBJ,ὅς,p-s---nn-,,آنچه,آنچه,از آنها,,"1: die, dat",,,
149,2,Leuven|0059-003|148|2,καὶ,4,AuxY,καί,b--------,,,,,,"1: en | ook, zelfs",,,
149,3,Leuven|0059-003|148|3,ἄρτι,4,ADV,ἄρτι,d--------,,تاکنون,هم‌اکنون,تا کنون,,"just, exactly",,,
149,4,Leuven|0059-003|148|4,ἐλέγετο,17,ExD,λέγω,v3siie---,,گفته شد,گفته می‌شد,سخن می‌رفت,,"1: spreken, zeggen | verzamelen",,,
149,5,Leuven|0059-003|148|5,ἢ,17,AuxY,ἤ,b--------,,,,,,1: zeker | werkelijk (partikel in een directe vraag),,,
149,6,Leuven|0059-003|148|6,πᾶσαι,11,ATR,πᾶς,a-p---fn-,,همه‌ی,همه‌ی,همه‌ی,,1: geheel | elk | alle,,,
149,7,Leuven|0059-003|148|7,ἡμῖν,17,OBJ,ἐγώ,p1p---cd-,,برای ما,برای ما,برای ما,,1: ik,agens,,
149,8,Leuven|0059-003|148|8,ἐκεῖναι,11,ATR,ἐκεῖνος,p-p---fn-,,آن,آن,آن,,"1: die, dat",,,
149,9,Leuven|0059-003|148|9,αἱ,11,ATR,ὁ,l-p---fn-,,,,,,1: ,,,
149,10,Leuven|0059-003|148|10,πρόσθεν,11,ATR,πρόσθεν,d--------,,پیشین,پیشین,پیشین,,"1: vooraan, vroeger | voor",,,
149,11,Leuven|0059-003|148|11,ὁμολογίαι,17,SBJ,ὁμολογία,n-p---fn-,,توافقات,هم‌رایی‌های,توافق‌های,,agreement,,,
149,12,Leuven|0059-003|148|12,ἐν,17,AuxP,ἐν,r--------,,در,در,در,,"1: in, binnenin, temidden van",,,
149,13,Leuven|0059-003|148|13,ταῖσδε,16,ATR,ὅδε,p-p---fd-,,این,این,این,,1: deze hier,,,
149,14,Leuven|0059-003|148|14,ταῖς,16,ATR,ὁ,l-p---fd-,,,,,,1: ,,,
149,15,Leuven|0059-003|148|15,ὀλίγαις,16,ATR,ὀλίγος,a-p---fd-,,چند,چند,اندک,,"1: klein, gering",,,
149,16,Leuven|0059-003|148|16,ἡμέραις,12,ADV,ἡμέρα,n-p---fd-,,روز,روز,روز,,1: dag,tijdstip,,
149,17,Leuven|0059-003|148|17,ἐκκεχυμέναι,18,PRED_CO,ἐκχέω,v-prpefn-,,نقش بر آب شده‌اند,نقش بر آب شده‌اند,ابطال شده‌اند,,pour out,,,
149,18,Leuven|0059-003|148|18,εἰσίν,20,MWE,εἰμί,v3ppia---,,نقش بر آب شده‌اند,نقش بر آب شده‌اند,ابطال شده‌اند,,1: gaan,,,
149,19,Leuven|0059-003|148|19,",",0,AuxX,",",u--------,,,,,,1: ,,,
149,20,Leuven|0059-003|148|20,καὶ,0,COORD,καί,b--------,,نیز,و,و,,"1: en | ook, zelfs",,,
149,21,Leuven|0059-003|148|21,πάλαι,34,ADV,πάλαι,d--------,, پیش از این, پیش از این,در تمام این مدت,,"1: vroeger, lang geleden",,,
149,22,Leuven|0059-003|148|22,",",0,AuxX,",",u--------,,,,,,1: ,,,
149,23,Leuven|0059-003|148|23,ὦ,24,AuxZ,ὦ,i--------,,ای,ای,ای,,1: (blijft onvertaald),,,
149,24,Leuven|0059-003|148|24,Κρίτων,34,ExD,Κρίτων,n-s---mv-,,کریتون,کریتون,کریتون,,,,,
149,25,Leuven|0059-003|148|25,",",0,AuxX,",",u--------,,,,,,1: ,,,
149,26,Leuven|0059-003|148|26,ἄρα,34,AuxY,ἄρα,d--------,,,,,,i[rtilde],,,
149,27,Leuven|0059-003|148|27,τηλικοίδε,29,ATR,τηλικόσδε,a-p---mn-,,به این سن‌ و‌ سال,به این سن‌ و‌ سال,پا به سن گذارده,,of such an age,,,
149,28,Leuven|0059-003|148|28,γέροντες,29,APOS,γέρων,n-p---mn-,,پیرمردانی,سالخورده,سالخورده,,"1: oude man, grijsaard",,,
149,29,Leuven|0059-003|148|29,ἄνδρες,34,SBJ,ἀνήρ,n-p---mn-,,پیرمردانی,مردانی,مردانی,,1: mens | volwassene | echtgenoot,,,
149,30,Leuven|0059-003|148|30,πρὸς,33,AuxP,πρός,r--------,,با,با,با,,"1: vanwege, van de kant van | bij | naar, tegen; met betrekking tot",,,
149,31,Leuven|0059-003|148|31,ἀλλήλους,30,OBJ,ἀλλήλων,p-p---ma-,,هم,یکدیگر,یکدیگر,,1: elkaar,,,
149,32,Leuven|0059-003|148|32,σπουδῇ,33,ADV,σπουδή,n-s---fd-,,به جد,مجدانه,جدی,,"haste, speed",wijze,,
149,33,Leuven|0059-003|148|33,διαλεγόμενοι,34,OBJ,διαλέγω,v-pppemn-,,مباحثه می‌کردیم,گفتگو کرده,در گفتگوی,,pick out,,,
149,34,Leuven|0059-003|148|34,ἐλάθομεν,20,PRED_CO,λανθάνω,v1paia---,,غافل از اینکه,غافل بودیم,غافل بودیم,,"1: verborgen zijn | vergeten, verzuimen",,,
149,35,Leuven|0059-003|148|35,ἡμᾶς,39,OBJ,ἐγώ,p1p---ca-,,ما را,ما را,ما,,1: ik,,,
149,36,Leuven|0059-003|148|36,αὐτοὺς,35,ATR,αὐτός,p-p---ma-,Aut2.,خود,خود,خود,,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",,,
149,37,Leuven|0059-003|148|37,παίδων,39,OBJ,παῖς,n-p---cg-,Gen13.,با کودکان,با کودکان,با کودکان,,1: kind | (jonge) slaaf,,,
149,38,Leuven|0059-003|148|38,οὐδὲν,39,ADV,οὐδείς,p-s---na-,,نیست,هیچ,هیچ,,"1: niemand, niets",graad/maat,,
149,39,Leuven|0059-003|148|39,διαφέροντες,34,ADV,διαφέρω,v-pppamn-,,تفاوتی نیست,فرقی نبوده,توفیری نداریم,,carry over or across,tijd,,
149,40,Leuven|0059-003|148|40,;,0,AuxK,;,u--------,,,,,,1: ,,,
150,1,Leuven|0059-003|149|1,ἢ,5,AuxY,ἤ,b--------,,یا,یا,یا,,1: zeker | werkelijk (partikel in een directe vraag),,,
150,2,Leuven|0059-003|149|2,παντὸς,3,ADV,πᾶς,a-s---ng-,,هر چیز,هر چیز,هر چیز,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pa%3Ds1,1: geheel | elk | alle,vergelijkingsbasis,,
150,3,Leuven|0059-003|149|3,μᾶλλον,5,ADV,μάλα,d-------c,,فارغ از,بیش از,بیش از,,"1: zeer, veel",,,
150,4,Leuven|0059-003|149|4,οὕτως,5,ADV,οὕτως,d--------,,آنچه,چنان,چنان,,"1: zo, op die wijze",,,
150,5,Leuven|0059-003|149|5,ἔχει,0,PRED,ἔχω,v3spia---,,برجاست,است,است,,"1: hebben, houden | iets zijn | zich vastklampen",,,
150,6,Leuven|0059-003|149|6,ὥσπερ,5,AuxC,ὥσπερ,c--------,,,که,که,,1: zoals,,,
150,7,Leuven|0059-003|149|7,τότε,8,ADV,τότε,d--------,,پیش از این,پیش از این,پیش از این,,"1: dan, toen",,,
150,8,Leuven|0059-003|149|8,ἐλέγετο,6,ADV,λέγω,v3siie---,,می‌گفتیم,گفته می‌شد,می‌گفتیم,,"1: spreken, zeggen | verzamelen",wijze,,
150,9,Leuven|0059-003|149|9,ἡμῖν,8,OBJ,ἐγώ,p1p---cd-,,ما,از جانب ما,ما,,1: ik,agens,,
150,10,Leuven|0059-003|149|10,·,0,AuxK,·,u--------,,,,,,1: ,,,
151,1,Leuven|0059-003|150|1,εἴτε,8,AuxC,εἴτε,c--------,,چه,چه,چه,,"sive..sive.., either..or.., whether..or..",,,
151,2,Leuven|0059-003|150|2,φασὶν,5,ADV_CO,φημί,v3ppia---,,بپذیرند,بگویند,تصدیق کنند,,1: beweren,,,
151,3,Leuven|0059-003|150|3,οἱ,4,ATR,ὁ,l-p---mn-,,عموم مردم,اکثریت,مردمان,,1: ,,,
151,4,Leuven|0059-003|150|4,πολλοὶ,2,SBJ,πολύς,a-p---mn-,,عموم مردم,اکثریت,مردمان,,1: talrijk,,,
151,5,Leuven|0059-003|150|5,εἴτε,1,COORD,εἴτε,c--------,,یا,چه,یا,,"sive..sive.., either..or.., whether..or..",,,
151,6,Leuven|0059-003|150|6,μή,35,AuxZ,μή,d--------,,نه,نه,نه,,1: niet,,,
151,7,Leuven|0059-003|150|7,",",0,AuxX,",",u--------,,,,,,1: ,,,
151,8,Leuven|0059-003|150|8,καὶ,30,COORD,καί,b--------,,و,و,و,,"1: en | ook, zelfs",,,
151,9,Leuven|0059-003|150|9,εἴτε,8,AuxC,εἴτε,c--------,,چه,چه,چه,,"sive..sive.., either..or.., whether..or..",,,
151,10,Leuven|0059-003|150|10,δεῖ,9,ADV,δέω,v3spia---,,مجبور شویم,بایستی,لازم آید,,1: ,,,
151,11,Leuven|0059-003|150|11,ἡμᾶς,15,SBJ,ἐγώ,p1p---ca-,,مجبور شویم,ما را,بر ما,,1: ik,,,
151,12,Leuven|0059-003|150|12,ἔτι,14,ADV,ἔτι,d--------,,حتی,حتی,حتی,,1: nog,,,
151,13,Leuven|0059-003|150|13,τῶνδε,16,ADV,ὅδε,p-p---ng-,Gen13.,از این,از این‌ها,از این,,1: deze hier,vergelijkingsbasis,,
151,14,Leuven|0059-003|150|14,χαλεπώτερα,16,OBJ_CO,χαλεπός,a-p---nac,,سخت‌تر را,سخت‌تر را,سخت‌تر,,difficult,,,
151,15,Leuven|0059-003|150|15,πάσχειν,10,SBJ,πάσχω,v--pna---,,متحمل شویم,متحمل شویم,تاب,,"1: ervaren, lijden",,,
151,16,Leuven|0059-003|150|16,εἴτε,15,COORD,εἴτε,c--------,,یا,چه,یا,,"sive..sive.., either..or.., whether..or..",,,
151,17,Leuven|0059-003|150|17,καὶ,18,AuxZ,καί,b--------,,و,و,,Smyth 2855,"1: en | ook, zelfs",,,
151,18,Leuven|0059-003|150|18,πρᾳότερα,16,OBJ_CO,πρᾶος,a-p---nac,,سهل‌تر,سهل‌تر,آسان‌تر,,Gött. Nachr.,,,
151,19,Leuven|0059-003|150|19,",",0,AuxX,",",u--------,,,,,,1: ,,,
151,20,Leuven|0059-003|150|20,ὅμως,30,AuxY,ὅμως,d--------,,در هر حال,در همه حال,در همه حال,,"all the same, nevertheless",,,
151,21,Leuven|0059-003|150|21,τό,23,ATR,ὁ,l-s---nn-,,بی‌عدالتی,بیداد کردن,عمل نادرست,,1: ,,,
151,22,Leuven|0059-003|150|22,γε,23,AuxZ,γε,d--------,,,,,,"1: tenminste, inderdaad, juist",,,
151,23,Leuven|0059-003|150|23,ἀδικεῖν,30,SBJ,ἀδικέω,v--pna---,,بی‌عدالتی,بیداد کردن,عمل نادرست,,1: onrechtvaardig handelen | schade berokkenen,,,
151,24,Leuven|0059-003|150|24,τῷ,25,ATR,ὁ,l-s---md-,,برای ناعادل,برای بیدادگر,برای خطاکار,,1: ,,,
151,25,Leuven|0059-003|150|25,ἀδικοῦντι,31,ADV,ἀδικέω,v-sppamd-,,برای ناعادل,برای بیدادگر,برای خطاکار,,1: onrechtvaardig handelen | schade berokkenen,benadeelde,,
151,26,Leuven|0059-003|150|26,καὶ,28,AuxY,καί,b--------,,,,,,"1: en | ook, zelfs",,,
151,27,Leuven|0059-003|150|27,κακὸν,28,PNOM_CO,κακός,a-s---nn-,,شر,بد,شر,,"1: slecht, boos, gemeen",,,
151,28,Leuven|0059-003|150|28,καὶ,31,COORD,καί,b--------,,و,و,و,,"1: en | ook, zelfs",,,
151,29,Leuven|0059-003|150|29,αἰσχρὸν,28,PNOM_CO,αἰσχρός,a-s---nn-,,ننگین,زشت,شرم‌آور,,"causing shame, dishonouring, reproachful",,,
151,30,Leuven|0059-003|150|30,τυγχάνει,0,PRED,τυγχάνω,v3spia---,,,باشد,,,"1: aantreffen, verkrijgen | (toevallig) zijn",,,
